transaction_id,account_id,customer_id,counterparty_bank,transaction_date,transaction_type,amount,currency,status
ACH03000001,ACC000851,CUS000578,BanBif,2026-08-26T14:19:28,CREDIT,6159.33,PEN,SUCCESS
ACH03000002,ACC000976,CUS000662,Interbank,2026-08-26T09:27:52,TRANSFER,9592.73,PEN,SUCCESS
ACH03000003,ACC000483,CUS000328,BCP,2026-08-26T23:02:42,TRANSFER,8553.3,USD,SUCCESS
ACH03000004,ACC000354,CUS000238,BanBif,2026-08-26T06:30:41,DEBIT,1262.26,USD,SUCCESS
ACH03000005,ACC000519,CUS000352,Scotiabank,2026-08-26T00:27:09,DEBIT,2573.43,PEN,SUCCESS
ACH03000006,ACC000524,CUS000356,BBVA,2026-08-26T15:56:25,TRANSFER,5649.06,PEN,SUCCESS
ACH03000007,ACC000661,CUS000453,BBVA,2026-08-26T07:16:01,TRANSFER,12416.54,PEN,SUCCESS
ACH03000008,ACC000479,CUS000324,Interbank,2026-08-26T19:50:24,CREDIT,8196.05,PEN,SUCCESS
ACH03000009,ACC000089,CUS000058,Interbank,2026-08-26T14:06:26,TRANSFER,1320.84,USD,SUCCESS
ACH03000010,ACC000289,CUS000195,BanBif,2026-08-26T10:05:01,CREDIT,7920.35,USD,SUCCESS
ACH03000011,ACC001216,CUS000819,BCP,2026-08-26T10:47:26,DEBIT,3497.67,PEN,SUCCESS
ACH03000012,ACC000641,CUS000439,BCP,2026-08-26T17:42:54,DEBIT,5894.49,USD,SUCCESS
ACH03000013,ACC000685,CUS000468,Scotiabank,2026-08-26T19:00:09,DEBIT,13411.35,USD,SUCCESS
ACH03000014,ACC000510,CUS000347,Interbank,2026-08-26T18:01:29,CREDIT,14815.93,PEN,SUCCESS
ACH03000015,ACC001348,CUS000909,BBVA,2026-08-26T00:13:49,DEBIT,13048.42,PEN,SUCCESS
ACH03000016,ACC001182,CUS000799,Interbank,2026-08-26T17:04:26,DEBIT,8705.7,PEN,SUCCESS
ACH03000017,ACC001153,CUS000779,BBVA,2026-08-26T10:26:49,CREDIT,10726.9,USD,SUCCESS
ACH03000018,ACC001354,CUS000913,BanBif,2026-08-26T08:51:52,DEBIT,963.31,USD,SUCCESS
ACH03000019,ACC001456,CUS000979,BCP,2026-08-26T23:30:52,CREDIT,14899.33,PEN,SUCCESS
ACH03000020,ACC000636,CUS000436,BBVA,2026-08-26T13:18:09,TRANSFER,3118.1,PEN,SUCCESS
ACH03000021,ACC001056,CUS000715,Scotiabank,2026-08-26T12:40:28,CREDIT,1219.58,USD,SUCCESS
ACH03000022,ACC000511,CUS000348,BCP,2026-08-26T00:26:10,TRANSFER,9097.25,USD,SUCCESS
ACH03000023,ACC000053,CUS000036,BCP,2026-08-26T05:09:33,CREDIT,12572.44,USD,SUCCESS
ACH03000024,ACC001363,CUS000918,BCP,2026-08-26T23:36:44,CREDIT,3774.24,PEN,SUCCESS
ACH03000025,ACC000997,CUS000676,Scotiabank,2026-08-26T18:04:31,DEBIT,9798.36,USD,SUCCESS
ACH03000026,ACC000720,CUS000492,BCP,2026-08-26T02:56:36,DEBIT,14851.89,PEN,SUCCESS
ACH03000027,ACC001121,CUS000758,Scotiabank,2026-08-26T22:07:21,DEBIT,587.76,PEN,SUCCESS
ACH03000028,ACC001309,CUS000883,BanBif,2026-08-26T04:38:12,CREDIT,1581.18,PEN,SUCCESS
ACH03000029,ACC001041,CUS000704,Scotiabank,2026-08-26T00:50:22,DEBIT,8738.39,,SUCCESS
ACH03000030,ACC000454,CUS000305,BBVA,2026-08-26T00:20:00,DEBIT,12310.15,PEN,SUCCESS
ACH03000031,ACC000981,CUS000666,BCP,2026-08-26T22:10:15,TRANSFER,8674.68,USD,SUCCESS
ACH03000032,ACC000117,CUS000077,BCP,2026-08-26T11:38:32,DEBIT,10239.35,PEN,SUCCESS
ACH03000033,ACC000240,CUS000165,BBVA,2026-08-26T14:59:36,TRANSFER,14312.68,PEN,REJECTED
ACH03000034,ACC000031,CUS000021,Interbank,2026-08-26T00:49:14,DEBIT,3187.65,USD,SUCCESS
ACH03000035,ACC000535,CUS000362,Interbank,2026-08-26T06:25:09,INVALID_TYPE,13822.91,PEN,SUCCESS
ACH03000036,ACC000696,CUS000477,BCP,2026-08-26T03:50:14,CREDIT,9471.18,USD,SUCCESS
ACH03000037,ACC000572,CUS000392,Interbank,2026-08-26T21:15:15,DEBIT,7502.25,PEN,SUCCESS
ACH03000038,ACC000610,CUS000418,Interbank,2026-08-26T05:35:32,TRANSFER,5510.17,USD,FAILED
ACH03000039,ACC001190,CUS000803,BCP,2026-08-26T21:58:30,TRANSFER,9827.25,PEN,SUCCESS
ACH03000040,ACC001425,CUS000959,Scotiabank,2026-08-26T16:12:12,DEBIT,11629.33,USD,SUCCESS
ACH03000041,ACC000051,CUS000035,BanBif,2026-08-26T13:22:27,TRANSFER,10592.88,PEN,SUCCESS
ACH03000042,ACC001487,CUS000999,Scotiabank,2026-08-26T06:41:24,TRANSFER,12363.8,PEN,SUCCESS
ACH03000043,ACC000932,CUS000629,BanBif,2026-08-26T03:00:29,DEBIT,11701.67,USD,FAILED
ACH03000044,ACC000787,CUS000534,Interbank,2026-08-26T11:52:20,TRANSFER,1021.4,PEN,REJECTED
ACH03000045,ACC991659,CUS000327,BanBif,2026-08-26T05:54:14,TRANSFER,10960.51,USD,SUCCESS
ACH03000046,ACC000990,CUS000672,BBVA,2026-08-26T15:14:11,DEBIT,14492.2,USD,SUCCESS
ACH03000047,ACC000424,CUS000285,Scotiabank,2026-08-26T01:31:03,DEBIT,5494.95,PEN,SUCCESS
ACH03000048,ACC001448,CUS000974,BBVA,2026-08-26T19:07:52,TRANSFER,11329.17,PEN,SUCCESS
ACH03000049,ACC000372,CUS000251,Interbank,2026-08-26T23:46:03,DEBIT,6942.05,USD,SUCCESS
ACH03000050,ACC001291,CUS000870,Interbank,2026-08-26T10:58:48,CREDIT,12843.26,USD,SUCCESS
ACH03000051,ACC001166,CUS000788,Scotiabank,2026-08-26T10:51:48,CREDIT,4156.28,USD,SUCCESS
ACH03000052,ACC001083,CUS000732,BanBif,2026-08-26T01:58:57,TRANSFER,7072.95,PEN,SUCCESS
ACH03000053,ACC000926,CUS000626,BBVA,2026-08-26T10:34:42,DEBIT,10467.29,PEN,SUCCESS
ACH03000054,ACC000220,CUS000149,Scotiabank,2026-08-26T11:27:01,TRANSFER,4463.44,PEN,SUCCESS
ACH03000055,ACC000970,CUS000657,BCP,2026-08-26T00:59:11,CREDIT,5584.76,PEN,SUCCESS
ACH03000056,ACC001016,CUS000688,BanBif,2026-08-26T23:21:15,CREDIT,8785.8,PEN,SUCCESS
ACH03000057,ACC001272,CUS000857,BCP,2026-08-26T11:52:06,TRANSFER,11911.13,USD,SUCCESS
ACH03000058,ACC000106,CUS000068,Scotiabank,2026-08-26T18:14:39,CREDIT,11548.56,USD,SUCCESS
ACH03000059,ACC001204,CUS000812,BBVA,2026-08-26T02:35:04,TRANSFER,8372.55,PEN,SUCCESS
ACH03000060,ACC000875,CUS000593,BCP,2026-08-26T23:55:57,DEBIT,5508.97,USD,SUCCESS
ACH03000061,ACC001127,CUS000762,BanBif,2026-08-26T22:11:13,DEBIT,13548.49,USD,SUCCESS
ACH03000062,ACC000381,CUS000257,BanBif,2026-08-26T10:53:29,TRANSFER,9272.45,PEN,SUCCESS
ACH03000063,ACC001042,CUS000705,BBVA,2026-08-26T15:17:12,DEBIT,2599.11,USD,SUCCESS
ACH03000064,ACC000214,CUS000145,BCP,2026-08-26T08:50:08,DEBIT,10408.63,PEN,SUCCESS
ACH03000065,ACC000568,CUS000388,BanBif,2026-08-26T02:40:20,TRANSFER,14380.32,PEN,SUCCESS
ACH03000066,ACC001021,CUS000692,Interbank,2026-08-26T02:10:06,DEBIT,14524.66,PEN,SUCCESS
ACH03000067,ACC001336,CUS000902,Scotiabank,2026-08-26T21:12:32,CREDIT,3467.22,USD,SUCCESS
ACH03000068,ACC000634,CUS000435,Interbank,2026-08-26T16:48:59,TRANSFER,7445.61,USD,SUCCESS
ACH03000069,ACC000289,CUS000195,BBVA,2026-08-26T12:30:10,TRANSFER,3950.71,USD,SUCCESS
ACH03000070,ACC000051,CUS000035,Interbank,2026-08-26T19:19:48,DEBIT,1299.06,PEN,SUCCESS
ACH03000071,ACC000594,CUS000406,Scotiabank,2026-08-26T00:33:38,DEBIT,5883.62,USD,SUCCESS
ACH03000072,ACC000742,CUS000506,BanBif,2026-08-26T09:30:19,DEBIT,5633.41,PEN,PENDING
