transaction_id,account_id,customer_id,counterparty_bank,transaction_date,transaction_type,amount,currency,status
ACH04000001,ACC000665,CUS000456,Scotiabank,2026-08-27T09:30:45,CREDIT,134.51,PEN,SUCCESS
ACH04000002,ACC000540,CUS000366,BanBif,2026-08-27T22:18:31,,477.99,USD,SUCCESS
ACH04000003,ACC001458,CUS000981,Scotiabank,2026-08-27T11:07:06,XXX,14326.02,PEN,SUCCESS
ACH04000004,ACC000210,CUS000143,Scotiabank,2026-08-27T16:11:09,TRANSFER,13393.24,USD,SUCCESS
ACH04000005,ACC000581,CUS000397,BBVA,2026-08-27T17:40:22,DEBIT,2709.59,USD,SUCCESS
ACH04000006,ACC001011,CUS000685,Scotiabank,2026-08-27T19:22:27,DEBIT,9020.24,PEN,SUCCESS
ACH04000007,ACC000114,CUS000074,BBVA,2026-08-27T07:01:16,TRANSFER,12388.58,USD,SUCCESS
ACH04000008,ACC000648,CUS000444,Scotiabank,2026-08-27T11:30:44,DEBIT,13399.68,USD,SUCCESS
ACH04000009,ACC000512,CUS000348,BCP,2026-08-27T21:38:23,CREDIT,11958.04,PEN,FAILED
ACH04000010,ACC001476,CUS000992,BanBif,2026-08-27T07:27:57,TRANSFER,6576.34,USD,SUCCESS
ACH04000011,ACC000075,CUS000050,Scotiabank,2026-08-27T12:05:01,DEBIT,1234.82,USD,SUCCESS
ACH04000012,ACC000193,CUS000132,Scotiabank,2026-08-27T13:56:31,TRANSFER,414.08,USD,SUCCESS
ACH04000013,ACC000014,CUS000008,Interbank,2026-08-27T20:02:39,DEBIT,264.13,PEN,SUCCESS
ACH04000014,ACC001021,CUS000692,BanBif,2026-08-27T10:07:30,CREDIT,13485.38,USD,SUCCESS
ACH04000015,ACC001246,CUS000840,Interbank,2026-08-27T05:31:46,DEBIT,2187.44,PEN,SUCCESS
ACH04000016,ACC000053,CUS000036,Interbank,2026-08-27T23:20:37,TRANSFER,5411.04,PEN,SUCCESS
ACH04000005,ACC000581,CUS000397,BBVA,2026-08-27T17:40:22,DEBIT,2709.59,USD,SUCCESS
ACH04000018,ACC000758,CUS000516,BBVA,2026-08-27T21:26:29,,1548.76,USD,SUCCESS
ACH04000019,ACC000147,CUS000098,Interbank,2026-08-27T05:37:02,CREDIT,4094.89,PEN,SUCCESS
ACH04000020,ACC000472,CUS000319,Scotiabank,2026-08-27T14:39:40,TRANSFER,14892.33,USD,SUCCESS
ACH04000021,ACC001032,CUS000699,Interbank,2026-08-27T13:43:29,TRANSFER,1109.57,USD,REJECTED
ACH04000022,ACC000298,CUS000201,BanBif,2026-08-27T07:09:06,CREDIT,10621.6,USD,REJECTED
ACH04000023,ACC001046,CUS000707,BBVA,2026-08-27T13:45:11,TRANSFER,2355.96,USD,FAILED
ACH04000024,ACC000015,CUS000009,Scotiabank,2026-08-27T00:41:10,DEBIT,12215.94,PEN,SUCCESS
ACH04000025,ACC000166,CUS000111,BanBif,2026-08-27T13:04:11,DEBIT,13721.26,PEN,SUCCESS
ACH04000026,ACC000159,CUS000107,BBVA,2026-08-27T14:33:45,TRANSFER,831.17,PEN,SUCCESS
ACH04000027,ACC001367,CUS000920,Interbank,2026-08-27T11:45:03,CREDIT,1710.58,USD,SUCCESS
ACH04000028,ACC000434,CUS000291,BBVA,2026-08-27T20:32:36,CREDIT,10553.33,USD,SUCCESS
ACH04000029,ACC000650,CUS000445,Interbank,2026-08-27T18:22:33,TRANSFER,5805.35,PEN,SUCCESS
ACH04000030,ACC001249,CUS000842,BBVA,2026-08-27T09:12:48,CREDIT,8966.71,PEN,SUCCESS
ACH04000031,ACC000613,CUS000420,BCP,2026-08-27T08:29:22,DEBIT,3432.1,PEN,SUCCESS
ACH04000032,ACC000973,CUS000660,BanBif,2026-08-27T08:45:28,TRANSFER,9020.93,PEN,SUCCESS
ACH04000033,ACC001166,CUS000788,Scotiabank,2026-08-27T21:03:25,DEBIT,1691.11,PEN,SUCCESS
ACH04000034,ACC001128,CUS000763,BanBif,2026-08-27T01:47:09,TRANSFER,1076.03,PEN,SUCCESS
ACH04000035,ACC000413,CUS000279,BBVA,2026-08-27T02:32:02,TRANSFER,14741.34,USD,SUCCESS
ACH04000036,ACC000023,CUS000015,Interbank,2026-08-27T11:52:55,CREDIT,12387.68,PEN,SUCCESS
ACH04000037,ACC000618,CUS000424,Interbank,2026-08-27T10:20:23,TRANSFER,11444.76,PEN,SUCCESS
