transaction_id,account_id,customer_id,counterparty_bank,transaction_date,transaction_type,amount,currency,status
ACH01000001,ACC001117,CUS000756,BanBif,2026-08-24T05:04:17,TRANSFER,9601.67,USD,SUCCESS
ACH01000002,ACC001163,CUS000786,BanBif,2026-08-24T01:34:14,DEBIT,9610.71,USD,SUCCESS
ACH01000003,ACC001252,CUS000843,BCP,2026-08-24T05:42:20,TRANSFER,6964.81,PEN,SUCCESS
ACH01000004,ACC001485,CUS000998,Scotiabank,2026-08-24T00:29:32,TRANSFER,8534.02,PEN,SUCCESS
ACH01000005,ACC000959,CUS000648,Interbank,2026-08-24T13:01:36,CREDIT,2768.71,PEN,SUCCESS
ACH01000006,ACC000731,CUS000499,Interbank,2026-08-24T10:04:05,TRANSFER,11269.83,USD,SUCCESS
ACH01000007,ACC000033,CUS000022,BanBif,2026-08-24T18:35:38,TRANSFER,2667.56,PEN,SUCCESS
ACH01000008,ACC001190,CUS000803,BCP,2026-08-24T11:12:56,DEBIT,4533.16,USD,SUCCESS
ACH01000009,ACC001432,CUS000963,BanBif,2026-08-24T13:02:39,CREDIT,5213.28,USD,PENDING
ACH01000010,ACC001389,CUS000936,Interbank,2026-08-24T12:17:20,DEBIT,1838.86,USD,FAILED
ACH01000011,ACC000615,CUS000421,BBVA,2026-08-24T01:32:40,DEBIT,3409.68,USD,SUCCESS
ACH01000012,ACC000180,CUS000123,BCP,2026-08-24T04:13:17,DEBIT,2703.25,PEN,SUCCESS
ACH01000013,ACC001084,CUS000733,BBVA,2026-08-24T08:38:08,CREDIT,5721.09,USD,SUCCESS
ACH01000014,ACC000654,CUS000448,BBVA,2026-08-24T21:06:02,DEBIT,3267.48,PEN,SUCCESS
ACH01000015,ACC000144,CUS000097,Interbank,2026-08-24T18:56:38,CREDIT,6694.59,USD,SUCCESS
ACH01000016,ACC000398,CUS000268,Scotiabank,2026-08-24T22:57:15,CREDIT,5750.89,PEN,SUCCESS
ACH01000017,ACC993508,CUS000588,BBVA,2026-08-24T05:48:05,CREDIT,6809.26,PEN,REJECTED
ACH01000018,ACC000194,CUS000133,BanBif,2026-08-24T02:30:25,CREDIT,7047.8,PEN,SUCCESS
ACH01000019,ACC000782,CUS000532,BanBif,2026-08-24T14:23:01,DEBIT,14690.9,USD,SUCCESS
ACH01000020,ACC001171,CUS000790,BanBif,2026-08-24T03:06:46,TRANSFER,12691.54,PEN,PENDING
ACH01000021,ACC000955,CUS000645,Interbank,2026-08-24T09:02:06,TRANSFER,2139.3,USD,SUCCESS
ACH01000022,ACC000183,CUS000125,BCP,2026-08-24T08:59:35,CREDIT,10576.59,USD,SUCCESS
ACH01000023,ACC000496,CUS000338,BCP,2026-08-24T21:54:07,TRANSFER,5991.9,PEN,SUCCESS
ACH01000024,ACC000935,CUS000632,BCP,2026-08-24T13:48:14,CREDIT,9641.46,USD,SUCCESS
ACH01000025,ACC000597,CUS000409,Interbank,2026-08-24T04:34:49,DEBIT,10413.68,PEN,SUCCESS
ACH01000026,ACC000480,CUS000325,BanBif,2026-08-24T21:24:46,CREDIT,6177.32,PEN,SUCCESS
ACH01000027,ACC000896,CUS000606,BCP,2026-08-24T18:27:05,TRANSFER,12826.02,PEN,FAILED
ACH01000028,ACC000784,CUS000533,BanBif,2026-08-24T13:54:45,DEBIT,8523.93,PEN,SUCCESS
ACH01000029,ACC001470,CUS000988,BCP,2026-08-24T13:15:54,CREDIT,3445.71,USD,FAILED
ACH01000030,ACC000511,CUS000348,Interbank,2026-08-24T21:09:22,CREDIT,67.68,USD,SUCCESS
ACH01000031,ACC000315,CUS000212,BBVA,2026-08-24T07:42:04,TRANSFER,11182.73,PEN,SUCCESS
ACH01000032,ACC000041,CUS000027,Scotiabank,2026-08-24T21:31:02,TRANSFER,7213.94,PEN,SUCCESS
ACH01000033,ACC000305,CUS000206,BBVA,2026-08-24T16:00:07,DEBIT,8498.52,PEN,SUCCESS
ACH01000034,ACC001220,CUS000821,Interbank,2026-08-24T04:54:35,CREDIT,416.25,PEN,SUCCESS
