transaction_id,atm_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
ATM02000001,ATM0017,ACC000858,CUS000583,2026-08-25T22:49:43,DEPOSIT,2537.83,USD,SUCCESS
ATM02000002,ATM0030,ACC001012,CUS000686,2026-08-25T13:16:47,DEPOSIT,2428.76,USD,SUCCESS
ATM02000003,ATM0034,ACC000701,CUS000481,2026-08-25T22:02:29,WITHDRAWAL,476.99,PEN,REJECTED
ATM02000004,ATM0059,ACC000845,CUS000573,2026-08-25T03:18:08,TRANSFER,2049.27,USD,FAILED
ATM02000005,ATM0001,ACC000503,CUS000343,2026-08-25T10:47:28,TRANSFER,480.69,PEN,SUCCESS
ATM02000006,ATM0058,ACC000822,CUS000556,2026-08-25T20:34:04,WITHDRAWAL,587.25,USD,FAILED
ATM02000007,ATM0051,ACC001263,CUS000850,2026-08-25T16:40:40,TRANSFER,906.46,PEN,SUCCESS
ATM02000008,ATM0013,ACC000977,CUS000663,2026-08-25T19:15:40,DEPOSIT,70.86,PEN,SUCCESS
ATM02000009,ATM0039,ACC000636,CUS000436,2026-08-25T12:55:48,DEPOSIT,2542.35,PEN,SUCCESS
ATM02000010,ATM0052,ACC000860,CUS000584,2026-08-25T04:07:40,DEPOSIT,2390.65,PEN,SUCCESS
ATM02000011,ATM0025,ACC000374,CUS000252,2026-08-25T16:07:58,DEPOSIT,641.63,USD,REJECTED
ATM02000012,ATM0059,ACC000963,CUS000652,2026-08-25T00:56:16,DEPOSIT,1629.52,USD,SUCCESS
ATM02000013,ATM0026,ACC000060,CUS000040,2026-08-25T18:38:09,DEPOSIT,164.4,USD,SUCCESS
ATM02000014,ATM0045,ACC001163,CUS000786,2026-08-25T11:05:02,WITHDRAWAL,2244.14,USD,SUCCESS
ATM02000015,ATM0003,ACC000724,CUS000495,2026-08-25T17:48:47,DEPOSIT,2693.55,USD,SUCCESS
ATM02000016,ATM0058,ACC000839,CUS000569,2026-08-25T21:01:17,TRANSFER,2301.8,USD,SUCCESS
ATM02000017,ATM0044,ACC000785,CUS000533,2026-08-25T17:28:37,WITHDRAWAL,2694.47,PEN,REJECTED
ATM02000018,ATM0056,ACC000879,CUS000595,2026-08-25T13:00:41,TRANSFER,694.7,PEN,SUCCESS
ATM02000019,ATM0006,ACC000688,CUS000471,2026-08-25T19:50:19,DEPOSIT,669.27,PEN,PENDING
ATM02000020,ATM0058,ACC001148,CUS000775,2026-08-25T00:33:10,DEPOSIT,1411.37,PEN,SUCCESS
ATM02000021,ATM0053,ACC000568,CUS000388,2026-08-25T08:50:18,WITHDRAWAL,1496.29,USD,PENDING
ATM02000022,ATM0024,ACC000610,CUS000418,2026-08-25T09:52:58,DEPOSIT,2038.27,PEN,SUCCESS
ATM02000023,ATM0039,ACC000068,CUS000045,2026-08-25T12:14:53,TRANSFER,2730.79,PEN,SUCCESS
ATM02000024,ATM0038,ACC000878,CUS000595,2026-08-25T03:39:21,DEPOSIT,2289.55,USD,SUCCESS
ATM02000025,ATM0003,ACC001391,CUS000937,2026-08-25T20:13:17,TRANSFER,1120.43,PEN,SUCCESS
ATM02000026,ATM0048,ACC001241,CUS000837,2026-08-25T12:53:47,DEPOSIT,237.47,USD,SUCCESS
ATM02000027,ATM0040,ACC000237,CUS000162,2026-08-25T06:11:52,TRANSFER,731.83,USD,SUCCESS
ATM02000028,ATM0010,ACC000469,CUS000316,2026-08-25T04:45:30,WITHDRAWAL,817.99,PEN,SUCCESS
ATM02000029,ATM0057,ACC000283,CUS000191,2026-08-25T23:31:24,WITHDRAWAL,22.18,USD,SUCCESS
ATM02000030,ATM0040,ACC000678,CUS000464,2026-08-25T05:38:34,DEPOSIT,1662.58,USD,SUCCESS
ATM02000031,ATM0032,ACC001003,CUS000680,2026-08-25T18:30:21,WITHDRAWAL,629.76,PEN,FAILED
ATM02000032,ATM0040,ACC000895,CUS000605,2026-08-25T11:19:27,DEPOSIT,540.27,PEN,SUCCESS
ATM02000033,ATM0036,ACC000075,CUS000050,2026-08-25T11:20:15,DEPOSIT,2576.2,PEN,SUCCESS
ATM02000034,ATM0009,ACC000313,CUS000211,2026-08-25T06:51:12,TRANSFER,2108.14,USD,SUCCESS
ATM02000035,ATM0047,ACC001432,CUS000963,2026-08-25T06:29:14,TRANSFER,1998.23,USD,SUCCESS
ATM02000036,ATM0003,ACC000657,CUS000450,2026-08-25T17:02:23,DEPOSIT,2698.31,PEN,SUCCESS
ATM02000037,ATM0031,ACC001207,CUS000814,2026-08-25T12:51:45,TRANSFER,269.23,PEN,SUCCESS
ATM02000038,ATM0008,ACC000642,CUS000440,2026-08-25T04:32:01,TRANSFER,2219.47,PEN,PENDING
ATM02000039,ATM0013,ACC000367,CUS000247,2026-08-25T10:15:05,DEPOSIT,1104.55,USD,SUCCESS
ATM02000040,ATM0049,ACC000586,CUS000400,2026-08-25T01:05:27,TRANSFER,1115.23,USD,REJECTED
ATM02000041,ATM0049,ACC000921,CUS000623,2026-08-25T20:21:06,TRANSFER,1527.51,USD,REJECTED
ATM02000042,ATM0032,ACC000732,CUS000500,2026-08-25T16:05:02,WITHDRAWAL,256.31,PEN,SUCCESS
ATM02000043,ATM0035,ACC000341,CUS000229,2026-08-25T06:13:47,WITHDRAWAL,1646.63,USD,FAILED
ATM02000044,ATM0028,ACC001408,CUS000947,2026-08-25T23:09:34,TRANSFER,424.12,USD,SUCCESS
ATM02000045,ATM0008,ACC000296,CUS000200,2026-08-25T20:29:15,WITHDRAWAL,404.26,USD,SUCCESS
ATM02000046,ATM0035,ACC000252,CUS000171,2026-08-25T22:15:57,TRANSFER,759.65,PEN,SUCCESS
ATM02000047,ATM0007,ACC001044,CUS000706,2026-08-25T19:50:17,WITHDRAWAL,1305.62,USD,SUCCESS
ATM02000048,ATM0008,ACC000725,CUS000496,2026-08-25T08:38:05,TRANSFER,1780.76,PEN,SUCCESS
ATM02000049,ATM0039,ACC000906,CUS000614,2026-08-25T11:48:13,DEPOSIT,2237.01,PEN,SUCCESS
ATM02000050,ATM0021,ACC000897,CUS000607,2026-08-25T13:26:43,TRANSFER,2761.85,PEN,SUCCESS
ATM02000051,ATM0049,ACC000884,CUS000598,2026-08-25T02:05:28,TRANSFER,331.68,PEN,SUCCESS
ATM02000052,ATM0059,ACC001124,CUS000761,2026-08-25T17:46:38,WITHDRAWAL,547.93,USD,SUCCESS
ATM02000053,ATM0024,ACC000871,CUS000591,2026-08-25T20:42:38,DEPOSIT,55.24,PEN,SUCCESS
ATM02000054,ATM0023,ACC001039,CUS000703,2026-08-25T20:19:05,TRANSFER,580.71,USD,SUCCESS
ATM02000055,ATM0025,ACC000224,CUS000152,2026-08-25T07:00:09,WITHDRAWAL,1718.08,PEN,SUCCESS
ATM02000056,ATM0059,ACC001251,CUS000843,2026-08-25T02:01:30,TRANSFER,1604.11,PEN,SUCCESS
ATM02000057,ATM0037,ACC000431,CUS000289,2026-08-25T04:43:48,TRANSFER,2949.22,PEN,SUCCESS
ATM02000058,ATM0058,ACC001262,CUS000850,2026-08-25T01:06:56,DEPOSIT,2597.3,PEN,SUCCESS
ATM02000059,ATM0033,ACC001298,CUS000876,2026-08-25T00:54:11,TRANSFER,747.26,USD,SUCCESS
ATM02000060,ATM0046,ACC000314,CUS000211,2026-08-25T03:48:43,WITHDRAWAL,689.37,USD,PENDING
ATM02000061,ATM0046,ACC001121,CUS000758,2026-08-25T18:27:54,TRANSFER,1367.07,PEN,SUCCESS
ATM02000062,ATM0039,ACC000448,CUS000301,2026-08-25T04:45:35,DEPOSIT,824.1,USD,SUCCESS
ATM02000063,ATM0046,ACC000210,CUS000143,2026-08-25T04:55:26,TRANSFER,977.9,USD,PENDING
ATM02000064,ATM0014,ACC001217,CUS000820,2026-08-25T12:05:17,TRANSFER,2255.97,PEN,SUCCESS
ATM02000065,ATM0038,accOOO683,CUS000467,2026-08-25T00:56:04,WITHDRAWAL,1715.86,USD,SUCCESS
ATM02000066,ATM0043,ACC000993,CUS000674,2026-08-25T07:16:49,WITHDRAWAL,609.49,USD,PENDING
ATM02000067,ATM0035,ACC000014,CUS000008,2026-08-25T00:15:48,DEPOSIT,1215.76,USD,SUCCESS
ATM02000068,ATM0030,ACC001172,CUS000791,2026-08-25T15:01:40,TRANSFER,1425.66,USD,SUCCESS
ATM02000069,ATM0002,ACC000355,CUS000239,2026-08-25T23:09:39,TRANSFER,2048.65,PEN,REJECTED
ATM02000070,ATM0017,ACC001172,CUS000791,2026-08-25T07:42:26,DEPOSIT,83.72,USD,SUCCESS
ATM02000071,ATM0058,ACC000571,CUS000391,2026-08-25T21:06:49,DEPOSIT,1563.87,PEN,PENDING
ATM02000072,ATM0015,ACC001193,CUS000806,2026-08-25T10:17:15,TRANSFER,2402.39,PEN,SUCCESS
ATM02000073,ATM0029,ACC000327,CUS000221,2026-08-25T22:51:09,DEPOSIT,165.67,PEN,SUCCESS
ATM02000074,ATM0043,ACC001005,CUS000681,2026-08-25T07:32:16,TRANSFER,1503.1,USD,SUCCESS
ATM02000075,ATM0014,ACC001103,CUS000745,2026-08-25T09:01:00,DEPOSIT,492.07,PEN,SUCCESS
ATM02000076,ATM0004,ACC000711,CUS000488,2026-08-25T14:41:27,WITHDRAWAL,915.55,USD,SUCCESS
ATM02000077,ATM0011,,CUS000296,2026-08-25T07:33:41,DEPOSIT,1863.33,PEN,SUCCESS
ATM02000078,ATM0050,ACC000675,CUS000463,2026-08-25T00:57:10,DEPOSIT,382.09,USD,SUCCESS
ATM02000079,ATM0032,ACC000993,CUS000674,2026-08-25T17:00:23,DEPOSIT,1815.05,USD,FAILED
ATM02000080,ATM0034,ACC001402,CUS000944,2026-08-25T15:53:10,TRANSFER,1940.44,PEN,SUCCESS
ATM02000081,ATM0017,ACC000561,CUS000383,2026-08-25T16:41:22,TRANSFER,1112.88,USD,SUCCESS
ATM02000082,ATM0055,ACC000086,CUS000056,2026-08-25T15:25:50,WITHDRAWAL,1309.17,USD,SUCCESS
ATM02000083,ATM0054,ACC000992,CUS000673,2026-08-25T21:32:37,WITHDRAWAL,2468.93,PEN,SUCCESS
ATM02000084,ATM0054,ACC001087,CUS000735,2026-08-25T06:57:01,TRANSFER,186.98,USD,SUCCESS
ATM02000085,ATM0056,ACC000009,CUS000005,2026-08-25T21:19:06,WITHDRAWAL,2838.48,PEN,SUCCESS
ATM02000086,ATM0027,ACC000768,CUS000522,2026-08-25T03:50:01,DEPOSIT,382.75,PEN,SUCCESS
ATM02000087,ATM0046,ACC000988,CUS000671,2026-08-25T07:44:48,WITHDRAWAL,2625.54,PEN,SUCCESS
ATM02000088,ATM0043,ACC000769,CUS000523,2026-08-25T17:54:11,DEPOSIT,356.09,PEN,SUCCESS
ATM02000089,ATM0004,ACC001144,CUS000773,2026-08-25T22:05:02,TRANSFER,685.89,PEN,PENDING
ATM02000090,ATM0020,ACC000321,CUS000216,2026-08-25T06:08:25,TRANSFER,900.45,USD,PENDING
ATM02000091,ATM0008,ACC000056,CUS000037,2026-08-25T18:13:31,DEPOSIT,1584.47,PEN,SUCCESS
ATM02000092,ATM0002,ACC000818,CUS000553,2026-08-25T04:14:18,TRANSFER,1449.11,PEN,SUCCESS
ATM02000093,ATM0023,ACC000618,CUS000424,2026-08-25T00:37:56,WITHDRAWAL,106.76,PEN,SUCCESS
ATM02000094,ATM0016,ACC000063,CUS000041,2026-08-25T06:00:25,TRANSFER,528.27,USD,SUCCESS
ATM02000095,ATM0035,ACC000621,CUS000426,2026-08-25T00:04:43,TRANSFER,1123.68,PEN,SUCCESS
ATM02000096,ATM0041,ACC001489,CUS001000,2026-08-25T13:20:52,WITHDRAWAL,1118.0,PEN,SUCCESS
ATM02000097,ATM0026,ACC000222,CUS000151,2026-08-25T10:02:29,WITHDRAWAL,2881.64,PEN,FAILED
ATM02000098,ATM0015,ACC001075,CUS000728,2026-08-25T08:15:30,WITHDRAWAL,1468.84,PEN,FAILED
ATM02000099,ATM0001,ACC001022,CUS000692,2026-08-25T02:27:29,WITHDRAWAL,1026.42,PEN,SUCCESS
ATM02000100,ATM0017,ACC001378,CUS000928,2026-08-25T20:05:30,,273.43,USD,SUCCESS
ATM02000101,ATM0040,ACC001306,CUS000881,2026-08-25T18:56:33,DEPOSIT,996.83,USD,SUCCESS
ATM02000102,ATM0010,ACC000089,CUS000058,2026-08-25T16:16:32,WITHDRAWAL,1865.01,USD,SUCCESS
ATM02000103,ATM0033,ACC001103,CUS000745,2026-08-25T19:24:55,DEPOSIT,1751.38,PEN,SUCCESS
ATM02000104,ATM0011,ACC001185,CUS000800,2026-08-25T05:29:59,TRANSFER,1265.73,PEN,FAILED
ATM02000105,ATM0005,ACC000710,CUS000487,2026-08-25T23:04:35,DEPOSIT,2384.06,USD,SUCCESS
ATM02000106,ATM0033,ACC000933,CUS000630,2026-08-25T15:00:36,DEPOSIT,1756.99,PEN,SUCCESS
ATM02000107,ATM0019,ACC000269,CUS000183,2026-08-25T16:53:56,DEPOSIT,1657.35,PEN,SUCCESS
ATM02000108,ATM0001,ACC000074,CUS000049,2026-08-25T15:37:20,DEPOSIT,836.71,PEN,SUCCESS
ATM02000109,ATM0024,ACC001120,CUS000758,2026-08-25T02:31:21,DEPOSIT,2193.65,PEN,SUCCESS
ATM02000110,ATM0049,ACC001258,CUS000847,2026-08-25T14:37:37,WITHDRAWAL,1553.16,PEN,SUCCESS
ATM02000111,ATM0045,ACC993060,CUS000349,2026-08-25T22:25:49,DEPOSIT,2834.3,USD,SUCCESS
ATM02000112,ATM0029,ACC000291,CUS000196,2026-08-25T21:38:26,TRANSFER,1916.65,USD,SUCCESS
ATM02000113,ATM0043,ACC000696,CUS000477,2026-08-25T04:56:26,TRANSFER,449.86,USD,SUCCESS
ATM02000114,ATM0002,ACC000630,CUS000432,2026-08-25T14:45:51,WITHDRAWAL,1244.04,USD,SUCCESS
ATM02000115,ATM0006,ACC000235,CUS000160,2026-08-25T13:28:44,DEPOSIT,2270.48,USD,SUCCESS
ATM02000116,ATM0014,ACC000242,CUS000166,2026-08-25T19:35:11,TRANSFER,2810.44,USD,SUCCESS
ATM02000117,ATM0021,ACC000738,CUS000504,2026-08-25T05:23:25,TRANSFER,1579.56,USD,SUCCESS
ATM02000118,ATM0050,ACC001069,CUS000723,2026-08-25T18:39:39,WITHDRAWAL,2698.92,PEN,FAILED
ATM02000119,ATM0025,ACC001213,CUS000817,2026-08-25T02:34:50,WITHDRAWAL,2156.64,PEN,SUCCESS
ATM02000120,ATM0046,ACC000510,CUS000347,2026-08-25T07:32:19,DEPOSIT,195.35,PEN,FAILED
ATM02000121,ATM0051,ACC000411,CUS000277,2026-08-25T05:47:35,DEPOSIT,2039.91,USD,SUCCESS
ATM02000122,ATM0010,ACC000806,CUS000545,2026-08-25T11:20:35,DEPOSIT,721.26,USD,SUCCESS
ATM02000123,ATM0048,ACC000634,CUS000435,2026-08-25T11:19:07,DEPOSIT,2671.91,PEN,SUCCESS
ATM02000124,ATM0022,ACC000289,CUS000195,2026-08-25T13:02:57,WITHDRAWAL,671.81,PEN,SUCCESS
ATM02000125,ATM0021,ACC000398,CUS000268,2026-08-25T19:27:12,WITHDRAWAL,414.77,USD,SUCCESS
ATM02000126,ATM0040,ACC000167,CUS000112,2026-08-25T13:56:43,TRANSFER,1201.23,PEN,SUCCESS
ATM02000127,ATM0026,ACC000748,CUS000511,2026-08-25T03:19:16,TRANSFER,629.93,PEN,SUCCESS
ATM02000128,ATM0031,ACC000702,CUS000482,2026-08-25T12:54:37,WITHDRAWAL,273.67,USD,SUCCESS
ATM02000129,ATM0055,ACC000056,CUS000037,2026-08-25T20:04:26,DEPOSIT,2518.84,USD,SUCCESS
ATM02000130,ATM0053,ACC001170,CUS000790,2026-08-25T21:08:09,TRANSFER,391.03,USD,SUCCESS
ATM02000131,ATM0019,ACC000012,CUS000007,2026-08-25T01:44:36,DEPOSIT,1101.61,USD,SUCCESS
ATM02000132,ATM0020,ACC000616,CUS000422,2026-08-25T20:56:53,TRANSFER,1297.99,PEN,SUCCESS
ATM02000133,ATM0028,ACC001139,CUS000769,2026-08-25T16:00:14,WITHDRAWAL,166.9,PEN,SUCCESS
ATM02000134,ATM0060,ACC001090,CUS000737,2026-08-25T04:23:29,TRANSFER,2889.23,USD,SUCCESS
ATM02000135,ATM0046,ACC000716,CUS000490,2026-08-25T21:40:13,WITHDRAWAL,2078.41,USD,SUCCESS
ATM02000136,ATM0016,ACC000027,CUS000018,2026-08-25T03:40:33,WITHDRAWAL,827.45,PEN,SUCCESS
ATM02000137,ATM0039,ACC000970,CUS000657,2026-08-25T16:56:41,TRANSFER,1083.77,PEN,SUCCESS
ATM02000138,ATM0002,ACC000549,CUS000374,2026-08-25T10:07:54,WITHDRAWAL,1349.9,USD,SUCCESS
ATM02000139,ATM0036,ACC000656,CUS000449,2026-08-25T23:56:39,DEPOSIT,307.24,USD,SUCCESS
ATM02000140,ATM0033,ACC000788,CUS000535,2026-08-25T06:32:59,DEPOSIT,770.1,PEN,REJECTED
ATM02000141,ATM0030,ACC000089,CUS000058,2026-08-25T14:42:49,WITHDRAWAL,1022.03,USD,SUCCESS
ATM02000142,ATM0021,ACC000117,CUS000077,2026-08-25T05:17:52,DEPOSIT,1566.8,USD,REJECTED
