transaction_id,atm_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
ATM04000001,ATM0052,ACC000423,CUS000284,2026-08-27T05:14:20,DEPOSIT,1479.35,PEN,SUCCESS
ATM04000002,ATM0013,ACC001261,CUS000849,2026-08-27T22:29:23,WITHDRAWAL,2796.3,USD,SUCCESS
ATM04000003,ATM0057,ACC000902,CUS000611,2026-08-27T17:44:57,TRANSFER,1326.08,USD,SUCCESS
ATM04000004,ATM0034,ACC000099,CUS000064,2026-08-27T00:31:47,DEPOSIT,588.09,PEN,SUCCESS
ATM04000005,ATM0009,ACC000890,CUS000602,2027-08-04T06:42:56,WITHDRAWAL,807.83,USD,SUCCESS
ATM04000006,ATM0025,ACC000378,CUS000254,2026-08-27T12:39:29,WITHDRAWAL,2391.24,PEN,SUCCESS
ATM04000007,ATM0037,ACC000877,CUS000594,2026-08-27T04:27:01,WITHDRAWAL,1927.11,USD,SUCCESS
ATM04000008,ATM0060,ACC001269,CUS000855,2026-08-27T10:54:12,DEPOSIT,2557.74,USD,REJECTED
ATM04000009,ATM0007,ACC000247,CUS000168,2026-08-27T12:20:10,DEPOSIT,2548.22,USD,PENDING
ATM04000010,ATM0052,ACC001192,CUS000805,2026-08-27T16:05:03,WITHDRAWAL,1996.73,PEN,SUCCESS
ATM04000011,ATM0012,ACC000498,CUS000339,2026-08-27T02:07:09,TRANSFER,2832.81,PEN,SUCCESS
ATM04000012,ATM0034,ACC001466,CUS000986,2026-08-27T03:38:44,TRANSFER,753.63,USD,FAILED
ATM04000013,ATM0041,ACC000890,CUS000602,2026-08-27T02:45:49,WITHDRAWAL,2981.22,USD,FAILED
ATM04000014,ATM0052,ACC001067,CUS000721,2026-08-27T16:09:28,DEPOSIT,2865.01,PEN,SUCCESS
ATM04000015,ATM0001,ACC000616,CUS000422,2026-08-27T23:40:51,DEPOSIT,1797.68,USD,SUCCESS
ATM04000016,ATM0035,ACC000525,CUS000357,2026-08-27T20:10:27,DEPOSIT,2609.34,USD,PENDING
ATM04000017,ATM0045,ACC001358,CUS000915,2026-08-27T03:55:20,TRANSFER,2057.96,USD,SUCCESS
ATM04000018,ATM0008,ACC000975,CUS000661,2026-08-27T02:19:56,TRANSFER,357.68,PEN,SUCCESS
ATM04000019,ATM0001,ACC001268,CUS000855,2026-08-27T07:50:31,DEPOSIT,1992.87,USD,SUCCESS
atmO4OOOO2O,ATM0044,ACC000504,CUS000344,2026-08-27T03:04:50,WITHDRAWAL,1148.23,USD,PENDING
ATM04000021,ATM0039,ACC000005,CUS000003,2027-08-06T08:13:13,DEPOSIT,1045.5,PEN,SUCCESS
ATM04000022,ATM0025,ACC000392,CUS000265,2026-08-27T09:06:08,DEPOSIT,370.11,PEN,SUCCESS
ATM04000023,ATM0008,ACC000266,CUS000180,2026-08-27T00:20:16,TRANSFER,2731.48,PEN,SUCCESS
ATM04000024,ATM0015,ACC000562,CUS000383,2026-08-27T10:46:41,WITHDRAWAL,1875.93,PEN,SUCCESS
ATM04000025,ATM0034,ACC000628,CUS000431,2026-08-27T04:21:49,TRANSFER,12.0,USD,SUCCESS
ATM04000026,ATM0048,ACC000950,CUS000642,2026-08-27T20:37:13,DEPOSIT,2383.18,PEN,PENDING
ATM04000027,ATM0026,ACC001141,CUS000770,2026-08-27T08:09:56,WITHDRAWAL,2980.16,PEN,SUCCESS
ATM04000028,ATM0013,ACC001465,CUS000985,2026-08-27T16:11:58,TRANSFER,874.62,USD,SUCCESS
ATM04000029,ATM0004,ACC000919,CUS000499,2026-08-27T18:34:37,TRANSFER,1232.22,PEN,SUCCESS
ATM04000030,ATM0010,ACC000776,CUS000528,2026-08-27T23:13:36,WITHDRAWAL,401.85,PEN,SUCCESS
